program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
bsc mathematics,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc neuro science – cognitive,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc neuro science – molecular,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc physical education,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc physics,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc statistics,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ma educational technology,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
ma environmental studies,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
ma general psychology,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
ma physical education,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
ma social work,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
mba global : finance,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management: finance,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management: health services admin,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management: human resources,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management: management information systems,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba management: marketing,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
mba sport management,english,1 years,adelphi university,6.0,80.0,0.0,37070.0,https://www.adelphi.edu/
msc biology,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc business analytics,english,1 years,adelphi university,6.0,80.0,0.0,28670.0,https://www.adelphi.edu/
msc childhood special education studies,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc community health promotion,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc computer science,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc environmental studies,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc exercise science,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc psychology,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc public health,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc sport management,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc supply chain management,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
msc tesol,english,2 years,adelphi university,6.0,80.0,0.0,57340.0,https://www.adelphi.edu/
bachelor of technology (b.tech),not specified,4 years,"adesh institute of engineering & technology, faridkot",5.925531104850377,80.61120840630473,0.0,2891.57,https://www.collegesearch.in/colleges/adesh-institute-of-engineering-technology-faridkot
master of business administration(mba),not specified,2 years,"adesh institute of engineering & technology, faridkot",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/adesh-institute-of-engineering-technology-faridkot
master of technology (m.tech),not specified,2 years,"adesh institute of engineering & technology, faridkot",5.925531104850377,80.61120840630473,0.0,939.76,https://www.collegesearch.in/colleges/adesh-institute-of-engineering-technology-faridkot
master of business administration(mba),not specified,2 years,"adharshila college of education, meerut",5.925531104850377,80.61120840630473,0.0,1774.7,https://www.collegesearch.in/colleges/adharshila-college-of-education-meerut
bachelor of engineering,not specified,4 years,adhi college of engineering & technology,5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/adhi-college-of-engineering-technology
bachelor of business administration (bba),not specified,3 years,"adhunik college of engineering, ghaziabad",5.925531104850377,80.61120840630473,0.0,1475.9,https://www.collegesearch.in/colleges/adhunik-college-of-engineering
bachelor of technology (b.tech),not specified,4 years,"adhunik college of engineering, ghaziabad",5.925531104850377,80.61120840630473,0.0,3855.42,https://www.collegesearch.in/colleges/adhunik-college-of-engineering
master of business administration(mba),not specified,2 years,"adhunik college of engineering, ghaziabad",5.925531104850377,80.61120840630473,0.0,2132.53,https://www.collegesearch.in/colleges/adhunik-college-of-engineering
bachelor of business administration (bba),not specified,3 years,"adhunik group of institutions, ghaziabad",5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/colleges/adhunik-group-of-institutions-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"adhunik group of institutions, ghaziabad",5.925531104850377,80.61120840630473,0.0,2349.4,https://www.collegesearch.in/colleges/adhunik-group-of-institutions-ghaziabad
master of business administration(mba),not specified,2 years,"adhunik group of institutions, ghaziabad",5.925531104850377,80.61120840630473,0.0,1325.3,https://www.collegesearch.in/colleges/adhunik-group-of-institutions-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"adhunik institute of productivity management & research, ghaziabad",5.925531104850377,80.61120840630473,0.0,0.04,https://www.collegesearch.in/colleges/adhunik-institute-of-productivity-management-research
post graduate diploma in management - pgdm,not specified,2 years,"adhunik institute of productivity management & research, ghaziabad",5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/adhunik-institute-of-productivity-management-research
post-graduate diploma in leadership and innovation,not specified,1 year,"adianta school for leadership and innovation, delhi",5.925531104850377,80.61120840630473,0.0,4216.87,https://www.collegesearch.in/colleges/adianta-school-for-leadership-and-innovation-delhi
bachelor of technology (b.tech),not specified,4 years,"adichunchanagiri institute of technology, chikmagalur",5.925531104850377,80.61120840630473,0.0,6024.1,https://www.collegesearch.in/colleges/adichunchanagiri-institute-of-technology-chikmagalur
bachelor of engineering,not specified,4 years,"adithya institute of technology, coimbatore",5.925531104850377,80.61120840630473,0.0,1566.27,https://www.collegesearch.in/colleges/adithya-institute-of-technology-coimbatore
advance diploma course in advance cnc and cad / cam,not specified,2 years,"aditya college of engineering and technology, kakinada",5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/aditya-college-of-engineering-and-technology-kakinada
bachelor of technology (b.tech),not specified,4 years,"aditya college of engineering and technology, kakinada",5.925531104850377,80.61120840630473,0.0,2891.57,https://www.collegesearch.in/colleges/aditya-college-of-engineering-and-technology-kakinada
bachelor of business administration (bba),not specified,3 years,"aditya college, gwalior",5.925531104850377,80.61120840630473,0.0,1301.2,https://www.collegesearch.in/colleges/aditya-college-gwalior
master of technology (m.tech),not specified,2 years,"aditya engineering college, kakinada",5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/aditya-engineering-college
post graduate diploma in management - pgdm,not specified,2 years,"aditya institute of management studies and research (aimsr), mumbai",5.925531104850377,80.61120840630473,0.0,9164.46,https://www.collegesearch.in/colleges/aditya-institute-of-management-studies-and-research-mumbai
master of business administration(mba),not specified,2 years,"aditya institute of management, pune",5.925531104850377,80.61120840630473,0.0,3819.28,https://www.collegesearch.in/colleges/aditya-institute-of-management-pune
bachelor of technology (b.tech),not specified,4 years,"aditya institute of technology and management, tekkali",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/aditya-institute-of-technology-and-management-tekkali
bachelor of business administration (bba),not specified,3 years,"administrative management college, bangalore",5.925531104850377,80.61120840630473,0.0,2710.84,https://www.collegesearch.in/colleges/administrative-management-college-bangalore
master of business administration(mba),not specified,2 years,"administrative management college, bangalore",5.925531104850377,80.61120840630473,0.0,4819.28,https://www.collegesearch.in/colleges/administrative-management-college-bangalore
bachelor of technology (b.tech),not specified,4 years,"advait vedanta institute of technology, jaipur",5.925531104850377,80.61120840630473,0.0,6024.1,https://www.collegesearch.in/colleges/advait-vedanta-institute-of-technology-jaipur
master of business administration(mba),not specified,2 years,"advance institute of management, ghaziabad",5.925531104850377,80.61120840630473,0.0,2096.39,https://www.collegesearch.in/colleges/advance-institute-of-management-ghaziabad
bba(hons),not specified,3 years,"advanced institute of modern management & technology, kolkata",5.925531104850377,80.61120840630473,0.0,1161.33,https://www.collegesearch.in/colleges/advanced-institute-of-modern-management-technology-kolkata
bachelor of business administration (bba),not specified,3 years,"advanced institute of technology & management, faridabad",5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/colleges/advanced-institute-of-technology-management-faridabad
bachelor of technology (b.tech),not specified,4 years,"advanced institute of technology & management, faridabad",5.925531104850377,80.61120840630473,0.0,4607.71,https://www.collegesearch.in/colleges/advanced-institute-of-technology-management-faridabad
master of business administration(mba),not specified,2 years,"advanced institute of technology & management, faridabad",5.925531104850377,80.61120840630473,0.0,1773.73,https://www.collegesearch.in/colleges/advanced-institute-of-technology-management-faridabad
master of technology (m.tech),not specified,2 years,"advanced institute of technology & management, faridabad",5.925531104850377,80.61120840630473,0.0,2303.86,https://www.collegesearch.in/colleges/advanced-institute-of-technology-management-faridabad
bachelor of business management (bbm),not specified,3 years,"advanced management college, bangalore",5.925531104850377,80.61120840630473,0.0,7987.95,https://www.collegesearch.in/colleges/advanced-management-college-bangalore
master of business administration(mba),not specified,2 years,"advanced management college, bangalore",5.925531104850377,80.61120840630473,0.0,6313.25,https://www.collegesearch.in/colleges/advanced-management-college-bangalore
master of business administration(mba),not specified,2 years,"aes pg institute of business management, ahmedabad",5.925531104850377,80.61120840630473,0.0,2144.58,https://www.collegesearch.in/colleges/aes-pg-institute-of-business-management-ahmedabad
bachelor of business administration (bba),not specified,3 years,"agarwal vidya vihar english medium college, surat",5.925531104850377,80.61120840630473,0.0,156.63,https://www.collegesearch.in/colleges/agarwal-vidya-vihar-english-medium-college
bachelor of business administration (bba),not specified,3 years,"aggarwal college ballabgarh, faridabad",5.925531104850377,80.61120840630473,0.0,1110.47,https://www.collegesearch.in/colleges/aggarwal-college-ballabgarh-faridabad
